Mixer name: 'waipio-mtp-snd-card'
Number of controls: 781
ctl	type	num	name                                     value
104	ENUM	1	RX INT1_1 MIX1 INP2                      ZERO
105	ENUM	1	RX INT2_1 MIX1 INP0                      ZERO
106	ENUM	1	RX INT2_1 MIX1 INP1                      ZERO
107	ENUM	1	RX INT2_1 MIX1 INP2                      ZERO
108	ENUM	1	RX INT0_1 INTERP                         ZERO
109	ENUM	1	RX INT1_1 INTERP                         ZERO
110	ENUM	1	RX INT2_1 INTERP                         ZERO
111	ENUM	1	RX INT0_2 INTERP                         ZERO
112	ENUM	1	RX INT1_2 INTERP                         ZERO
113	ENUM	1	RX INT2_2 INTERP                         ZERO
114	ENUM	1	RX INT0 MIX2 INP                         ZERO
115	ENUM	1	RX INT1 MIX2 INP                         ZERO
116	ENUM	1	RX INT2 MIX2 INP                         ZERO
117	BOOL	1	RX INT2_1 VBAT RX AUX VBAT Enable        Off
118	INT	1	RX_RX0 Digital Volume                    84
119	INT	1	RX_RX1 Digital Volume                    84
120	INT	1	RX_RX2 Digital Volume                    84
121	INT	1	RX_RX0 Mix Digital Volume                84
122	INT	1	RX_RX1 Mix Digital Volume                84
123	INT	1	RX_RX2 Mix Digital Volume                84
124	BOOL	1	RX_COMP1 Switch                          Off
125	BOOL	1	RX_COMP2 Switch                          Off
126	INT	1	RX0 FIR Coeff Num                        0
127	INT	1	RX1 FIR Coeff Num                        0
128	ENUM	1	HPH Idle Detect                          OFF
129	ENUM	1	RX_EAR Mode                              OFF
130	ENUM	1	RX_FIR Filter                            OFF
131	ENUM	1	RX_HPH HD2 Mode                          OFF
132	ENUM	1	RX_HPH_PWR_MODE                          ULP
133	ENUM	1	RX_GSM mode Enable                       OFF
134	BOOL	1	RX_Softclip Enable                       Off
135	BOOL	1	AUX_HPF Enable                           On
136	INT	1	IIR0 INP0 Volume                         54
137	INT	1	IIR0 INP1 Volume                         84
138	INT	1	IIR0 INP2 Volume                         84
139	INT	1	IIR0 INP3 Volume                         84
140	INT	1	IIR1 INP0 Volume                         84
141	INT	1	IIR1 INP1 Volume                         84
142	INT	1	IIR1 INP2 Volume                         84
143	INT	1	IIR1 INP3 Volume                         84
144	BOOL	1	IIR0 Enable Band1                        Off
145	BOOL	1	IIR0 Enable Band2                        Off
146	BOOL	1	IIR0 Enable Band3                        Off
147	BOOL	1	IIR0 Enable Band4                        Off
148	BOOL	1	IIR0 Enable Band5                        Off
149	BOOL	1	IIR1 Enable Band1                        Off
150	BOOL	1	IIR1 Enable Band2                        Off
151	BOOL	1	IIR1 Enable Band3                        Off
152	BOOL	1	IIR1 Enable Band4                        Off
153	BOOL	1	IIR1 Enable Band5                        Off
154	BYTE	20	IIR0 Band1                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
155	BYTE	20	IIR0 Band2                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
156	BYTE	20	IIR0 Band3                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
157	BYTE	20	IIR0 Band4                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
158	BYTE	20	IIR0 Band5                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
159	BYTE	20	IIR1 Band1                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
160	BYTE	20	IIR1 Band2                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
161	BYTE	20	IIR1 Band3                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
162	BYTE	20	IIR1 Band4                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
163	BYTE	20	IIR1 Band5                                00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
164	BYTE	404	RX0 FIR Coeff Group0                      00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
165	BYTE	404	RX0 FIR Coeff Group1                      00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
166	BYTE	404	RX1 FIR Coeff Group0                      00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
167	BYTE	404	RX1 FIR Coeff Group1                      00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
168	BOOL	1	VA_AIF1_CAP Mixer DEC0                   Off
169	BOOL	1	VA_AIF1_CAP Mixer DEC1                   Off
170	BOOL	1	VA_AIF1_CAP Mixer DEC2                   Off
171	BOOL	1	VA_AIF1_CAP Mixer DEC3                   Off
172	BOOL	1	VA_AIF2_CAP Mixer DEC0                   Off
173	BOOL	1	VA_AIF2_CAP Mixer DEC1                   Off
174	BOOL	1	VA_AIF2_CAP Mixer DEC2                   Off
175	BOOL	1	VA_AIF2_CAP Mixer DEC3                   Off
176	BOOL	1	VA_AIF3_CAP Mixer DEC0                   Off
177	BOOL	1	VA_AIF3_CAP Mixer DEC1                   Off
178	BOOL	1	VA_AIF3_CAP Mixer DEC2                   Off
179	BOOL	1	VA_AIF3_CAP Mixer DEC3                   Off
180	ENUM	1	VA DMIC MUX0                             ZERO
181	ENUM	1	VA DMIC MUX1                             ZERO
182	ENUM	1	VA DMIC MUX2                             ZERO
183	ENUM	1	VA DMIC MUX3                             ZERO
184	ENUM	1	VA SMIC MUX0                             ZERO
185	ENUM	1	VA SMIC MUX1                             ZERO
186	ENUM	1	VA SMIC MUX2                             ZERO
187	ENUM	1	VA SMIC MUX3                             ZERO
188	ENUM	1	VA DEC0 MUX                              MSM_DMIC
189	ENUM	1	VA DEC1 MUX                              MSM_DMIC
190	ENUM	1	VA DEC2 MUX                              MSM_DMIC
191	ENUM	1	VA DEC3 MUX                              MSM_DMIC
192	INT	1	VA_DEC0 Volume                           102
193	INT	1	VA_DEC1 Volume                           102
194	INT	1	VA_DEC2 Volume                           84
195	INT	1	VA_DEC3 Volume                           84
196	BOOL	1	LPI Enable                               Off
197	BOOL	1	VA_SWR_DMIC Enable                       Off
198	ENUM	1	VA_DEC0 MODE                             ADC_DEFAULT
199	ENUM	1	VA_DEC1 MODE                             ADC_DEFAULT
200	ENUM	1	VA_DEC2 MODE                             ADC_DEFAULT
201	ENUM	1	VA_DEC3 MODE                             ADC_DEFAULT
202	ENUM	1	RL DSP1 Firmware                         Protection
203	BOOL	1	RL DSP1 Preload Switch                   On
204	BOOL	1	RL AMP Mute                              Off
205	BOOL	1	RL SYNC Enable Switch                    Off
206	BOOL	1	RL PLL Force Enable Switch               Off
207	BOOL	1	RL DSP1 Boot Switch                      On
208	INT	1	RL Speaker Open / Short Status           1
209	INT	1	RL ASPTX1 Slot Position                  2
210	INT	1	RL ASPTX2 Slot Position                  7
211	INT	1	RL ASPTX3 Slot Position                  7
212	INT	1	RL ASPTX4 Slot Position                  7
213	INT	1	RL ASPRX1 Slot Position                  2
214	INT	1	RL ASPRX2 Slot Position                  7
215	ENUM	1	RL DSP_RX1 Source                        ASP_RX1
216	ENUM	1	RL DSP_RX2 Source                        ASP_RX1
217	ENUM	1	RL DSP_RX3 Source                        VMON
218	ENUM	1	RL DSP_RX4 Source                        IMON
219	ENUM	1	RL DSP_RX5 Source                        VDD_BATTMON
220	ENUM	1	RL DSP_RX6 Source                        VDD_BSTMON
221	ENUM	1	RL DSP_RX7 Source                        CLASSH_TGT
222	ENUM	1	RL DSP_RX8 Source                        VDD_BATTMON
223	ENUM	1	RL DACPCM Source                         DSP_TX1
224	ENUM	1	RL NGATE1 Source                         ASP_RX1
225	ENUM	1	RL NGATE2 Source                         ASP_RX1
226	ENUM	1	RL AMP PCM Gain                          19dB
227	ENUM	1	RL Amplifier Mode                        SPK
228	ENUM	1	RL Hibernate Mode                        Off
229	INT	1	RL Digital PCM Volume                    817
230	ENUM	1	FL DSP1 Firmware                         Protection
231	BOOL	1	FL DSP1 Preload Switch                   On
232	BOOL	1	FL AMP Mute                              Off
233	BOOL	1	FL SYNC Enable Switch                    Off
234	BOOL	1	FL PLL Force Enable Switch               Off
235	BOOL	1	FL DSP1 Boot Switch                      On
236	INT	1	FL Speaker Open / Short Status           1
237	INT	1	FL ASPTX1 Slot Position                  0
238	INT	1	FL ASPTX2 Slot Position                  7
239	INT	1	FL ASPTX3 Slot Position                  7
240	INT	1	FL ASPTX4 Slot Position                  7
241	INT	1	FL ASPRX1 Slot Position                  0
242	INT	1	FL ASPRX2 Slot Position                  7
243	ENUM	1	FL DSP_RX1 Source                        ASP_RX1
244	ENUM	1	FL DSP_RX2 Source                        ASP_RX1
245	ENUM	1	FL DSP_RX3 Source                        VMON
246	ENUM	1	FL DSP_RX4 Source                        IMON
247	ENUM	1	FL DSP_RX5 Source                        VDD_BATTMON
248	ENUM	1	FL DSP_RX6 Source                        VDD_BSTMON
249	ENUM	1	FL DSP_RX7 Source                        CLASSH_TGT
250	ENUM	1	FL DSP_RX8 Source                        VDD_BATTMON
251	ENUM	1	FL DACPCM Source                         DSP_TX1
252	ENUM	1	FL NGATE1 Source                         ASP_RX1
253	ENUM	1	FL NGATE2 Source                         ASP_RX1
254	ENUM	1	FL AMP PCM Gain                          19dB
255	ENUM	1	FL Amplifier Mode                        SPK
256	ENUM	1	FL Hibernate Mode                        Off
257	INT	1	FL Digital PCM Volume                    817
258	ENUM	1	RR DSP1 Firmware                         Protection
259	BOOL	1	RR DSP1 Preload Switch                   On
260	BOOL	1	RR AMP Mute                              Off
261	BOOL	1	RR SYNC Enable Switch                    Off
262	BOOL	1	RR PLL Force Enable Switch               Off
263	BOOL	1	RR DSP1 Boot Switch                      On
264	INT	1	RR Speaker Open / Short Status           1
265	INT	1	RR ASPTX1 Slot Position                  3
266	INT	1	RR ASPTX2 Slot Position                  7
267	INT	1	RR ASPTX3 Slot Position                  7
268	INT	1	RR ASPTX4 Slot Position                  7
269	INT	1	RR ASPRX1 Slot Position                  3
270	INT	1	RR ASPRX2 Slot Position                  7
271	ENUM	1	RR DSP_RX1 Source                        ASP_RX1
272	ENUM	1	RR DSP_RX2 Source                        ASP_RX1
273	ENUM	1	RR DSP_RX3 Source                        VMON
274	ENUM	1	RR DSP_RX4 Source                        IMON
275	ENUM	1	RR DSP_RX5 Source                        VDD_BATTMON
276	ENUM	1	RR DSP_RX6 Source                        VDD_BSTMON
277	ENUM	1	RR DSP_RX7 Source                        CLASSH_TGT
278	ENUM	1	RR DSP_RX8 Source                        VDD_BATTMON
279	ENUM	1	RR DACPCM Source                         DSP_TX1
280	ENUM	1	RR NGATE1 Source                         ASP_RX1
281	ENUM	1	RR NGATE2 Source                         ASP_RX1
282	ENUM	1	RR AMP PCM Gain                          19dB
283	ENUM	1	RR Amplifier Mode                        SPK
284	ENUM	1	RR Hibernate Mode                        Off
285	INT	1	RR Digital PCM Volume                    817
286	ENUM	1	FR DSP1 Firmware                         Protection
287	BOOL	1	FR DSP1 Preload Switch                   On
288	BOOL	1	FR AMP Mute                              Off
289	BOOL	1	FR SYNC Enable Switch                    Off
290	BOOL	1	FR PLL Force Enable Switch               Off
291	BOOL	1	FR DSP1 Boot Switch                      On
292	INT	1	FR Speaker Open / Short Status           1
293	INT	1	FR ASPTX1 Slot Position                  1
294	INT	1	FR ASPTX2 Slot Position                  7
295	INT	1	FR ASPTX3 Slot Position                  7
296	INT	1	FR ASPTX4 Slot Position                  7
297	INT	1	FR ASPRX1 Slot Position                  1
298	INT	1	FR ASPRX2 Slot Position                  7
299	ENUM	1	FR DSP_RX1 Source                        ASP_RX1
300	ENUM	1	FR DSP_RX2 Source                        ASP_RX1
301	ENUM	1	FR DSP_RX3 Source                        VMON
302	ENUM	1	FR DSP_RX4 Source                        IMON
303	ENUM	1	FR DSP_RX5 Source                        VDD_BATTMON
304	ENUM	1	FR DSP_RX6 Source                        VDD_BSTMON
305	ENUM	1	FR DSP_RX7 Source                        CLASSH_TGT
306	ENUM	1	FR DSP_RX8 Source                        VDD_BATTMON
307	ENUM	1	FR DACPCM Source                         DSP_TX1
308	ENUM	1	FR NGATE1 Source                         ASP_RX1
309	ENUM	1	FR NGATE2 Source                         ASP_RX1
310	ENUM	1	FR AMP PCM Gain                          19dB
311	ENUM	1	FR Amplifier Mode                        SPK
312	ENUM	1	FR Hibernate Mode                        Off
313	INT	1	FR Digital PCM Volume                    817
314	BYTE	0	HDMI EDID                                315	BYTE	0	HDMI MS EDID                             316	BYTE	0	Display Port EDID                        317	BYTE	0	Display Port1 EDID                       318	ENUM	1	External Display Type                    (null)
319	ENUM	1	External Display1 Type                   (null)
320	ENUM	1	External HDMI Type                       (null)
321	ENUM	1	External Display Audio Ack               (null)
322	ENUM	1	External Display1 Audio Ack              (null)
323	ENUM	1	External HDMI Audio Ack                  (null)
324	INT	2	External Display Audio Device            0 0
325	INT	2	External Display1 Audio Device           0 0
326	INT	2	External HDMI Device                     -1 -1
327	BOOL	1	BT SOC status                            Off
328	BOOL	1	BT set feedback channel                  Off
329	ENUM	1	DAI Clocks                               Codec Slave
330	ENUM	1	DAI Polarity                             NormalBF
331	ENUM	1	DAI Mode                                 I2S
332	ENUM	1	Static MCLK Mode                         Off
333	ENUM	1	Codec CLK Source                         MCLK
334	ENUM	1	Force Frame32                            Off
335	BYTE	80	CODEC_DMA-LPAIF_RXTX-RX-0 Channel Map     00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
336	ENUM	1	PM_QOS Vote                              Disable
337	BYTE	80	CODEC_DMA-LPAIF_RXTX-RX-1 Channel Map     00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
338	BYTE	80	CODEC_DMA-LPAIF_RXTX-RX-2 Channel Map     00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
339	BYTE	80	CODEC_DMA-LPAIF_RXTX-RX-3 Channel Map     00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
340	BYTE	80	CODEC_DMA-LPAIF_RXTX-RX-5 Channel Map     01  00  00  00  01  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
